procedure_name,tin_type,tin_value,billing_class,negotiated_type,service_code,negotiated_rate,npi,reporting_entity_name,reporting_entity_type,plan_name,plan_id_type,plan_id,plan_market_type,last_updated_on,version,url,billing_code,NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider Other Organization Name,Provider Other Organization Name Type Code,Provider First Line Business Mailing Address,Provider Second Line Business Mailing Address,Provider Business Mailing Address City Name,Provider Business Mailing Address State Name,Provider Business Mailing Address Postal Code,Provider Business Mailing Address Country Code (If outside U.S.),Provider Business Mailing Address Telephone Number,Provider Business Mailing Address Fax Number,Provider First Line Business Practice Location Address,Provider Second Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Provider Business Practice Location Address Fax Number,Provider Enumeration Date,Last Update Date,Authorized Official Last Name,Authorized Official First Name,Authorized Official Middle Name,Authorized Official Title or Position,Authorized Official Telephone Number,Provider License Number_1,Provider License Number State Code_1,Healthcare Provider Primary Taxonomy Switch_1,Is Sole Proprietor,Is Organization Subpart,Parent Organization LBN,Parent Organization TIN,Authorized Official Name Prefix Text,Authorized Official Name Suffix Text,Authorized Official Credential Text,Healthcare Provider Taxonomy Group_1,Healthcare Provider Taxonomy Group_2,Certification Date,Combined_taxonomy_codes
"Physician telephone patient service, 11-20 minutes of medical discussion",ein,843767862,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",74.27,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99442,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
Chemical destruction of pre-cancerous lesions of the skin,ein,843767862,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",84.11,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,17250,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
Initial visit for new patients 1-4 years old,ein,843767862,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",95.05,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99382,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
"Debridement (for example, high pressure waterjet with/without suction, sharp selective debridement with scissors, scalpel and forceps)",ein,843767862,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",104.97,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,97597,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
Under Excision-Benign Lesions Procedures on the Skin 0.6-1 CM,ein,843767862,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",145.62,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,11401,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
Injection into lower back of nerve block using imaging guidance,ein,843767862,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",172.68,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,64493,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
Laser removal of incompetent vein,ein,843767862,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",1324.73,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,36478,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
"Qualified non physician health care professional online digital assessment and management, for an established patient, for up to 7 days, cumulative time during the 7 days; 21 or more minutes",ein,843767862,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",30.64,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,98972,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
Chemical destruction of pre-cancerous lesions of the skin,ein,843767862,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",33.15,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,17250,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
"Debridement (for example, high pressure waterjet with/without suction, sharp selective debridement with scissors, scalpel and forceps)",ein,843767862,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",34.93,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,97597,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
"Physician telephone patient service, 11-20 minutes of medical discussion",ein,843767862,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",53.46,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99442,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
Initial visit for new patients 1-4 years old,ein,843767862,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",65.07,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99382,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
Injection into lower back of nerve block using imaging guidance,ein,843767862,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",84.41,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,64493,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
Under Excision-Benign Lesions Procedures on the Skin 0.6-1 CM,ein,843767862,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",94.98,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,11401,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
Laser removal of incompetent vein,ein,843767862,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",326.35,1780221598,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,36478,1780221598,2,ZEST FAMILY MEDICINE PLLC,,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,US,5123797272.0,,1201 N LAKELINE BLVD STE 400,,CEDAR PARK,TX,786136780,5129705304.0,,11/30/2019,5/5/2021,BEHM,ERIC,,OWNER,5123797272,,,Y,,N,,,,,FNP,,,5/5/2021,261QP2300X
"Emergency department visit, problem of high severity",ein,844369873,professional,negotiated,"[""01"", ""06"", ""08"", ""12"", ""19"", ""20"", ""22"", ""24"", ""25"", ""26"", ""27"", ""41"", ""42"", ""50"", ""52"", ""53"", ""57"", ""58"", ""60"", ""62"", ""65"", ""99""]",95.87,1548881683,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1548881683,2,"SOUTH MEADOWS RECOVERY, INC.",,,15505 PATRICA ST,,AUSTIN,TX,787283923,US,5124098010.0,,15505 PATRICA ST,,AUSTIN,TX,787283923,5124098010.0,,4/29/2020,4/29/2020,BROWN,JONATHAN,WILLIAM,CEO,5124098010,,,Y,,N,,,,,,,,4/29/2020,261QR0405X
"Emergency department visit, problem of high severity",ein,844582670,professional,negotiated,"[""01"", ""06"", ""08"", ""12"", ""19"", ""20"", ""22"", ""24"", ""25"", ""26"", ""27"", ""41"", ""42"", ""50"", ""52"", ""53"", ""57"", ""58"", ""60"", ""62"", ""65"", ""99""]",112.0,1447848577,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1447848577,2,"CH MH SERVICES (TX), LLC",CHARLIE HEALTH,3.0,233 E MAIN ST,SUITE 401,BOZEMAN,MT,59715,US,4063613001.0,4067940395.0,108 WILD BASIN RD STE 250,,AUSTIN,TX,787463468,4062197835.0,4067940395.0,1/5/2021,7/22/2024,BARNHART,CARTER,,CEO,4062197835,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/22/2024,"101YM0800X, 104100000X, 251S00000X, 261QM0801X"
"Emergency department visit, problem of high severity",ein,844582670,professional,negotiated,"[""01"", ""06"", ""08"", ""12"", ""19"", ""20"", ""22"", ""24"", ""25"", ""26"", ""27"", ""41"", ""42"", ""50"", ""52"", ""53"", ""57"", ""58"", ""60"", ""62"", ""65"", ""99""]",112.46,1447848577,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1447848577,2,"CH MH SERVICES (TX), LLC",CHARLIE HEALTH,3.0,233 E MAIN ST,SUITE 401,BOZEMAN,MT,59715,US,4063613001.0,4067940395.0,108 WILD BASIN RD STE 250,,AUSTIN,TX,787463468,4062197835.0,4067940395.0,1/5/2021,7/22/2024,BARNHART,CARTER,,CEO,4062197835,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/22/2024,"101YM0800X, 104100000X, 251S00000X, 261QM0801X"
"Emergency department visit, problem of high severity",ein,844582670,professional,negotiated,"[""01"", ""06"", ""08"", ""12"", ""19"", ""20"", ""22"", ""24"", ""25"", ""26"", ""27"", ""41"", ""42"", ""50"", ""52"", ""53"", ""57"", ""58"", ""60"", ""62"", ""65"", ""99""]",117.74,1447848577,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1447848577,2,"CH MH SERVICES (TX), LLC",CHARLIE HEALTH,3.0,233 E MAIN ST,SUITE 401,BOZEMAN,MT,59715,US,4063613001.0,4067940395.0,108 WILD BASIN RD STE 250,,AUSTIN,TX,787463468,4062197835.0,4067940395.0,1/5/2021,7/22/2024,BARNHART,CARTER,,CEO,4062197835,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/22/2024,"101YM0800X, 104100000X, 251S00000X, 261QM0801X"
"Emergency department visit, problem of high severity",ein,844582670,professional,negotiated,"[""01"", ""06"", ""08"", ""12"", ""19"", ""20"", ""22"", ""24"", ""25"", ""26"", ""27"", ""41"", ""42"", ""50"", ""52"", ""53"", ""57"", ""58"", ""60"", ""62"", ""65"", ""99""]",132.3,1447848577,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1447848577,2,"CH MH SERVICES (TX), LLC",CHARLIE HEALTH,3.0,233 E MAIN ST,SUITE 401,BOZEMAN,MT,59715,US,4063613001.0,4067940395.0,108 WILD BASIN RD STE 250,,AUSTIN,TX,787463468,4062197835.0,4067940395.0,1/5/2021,7/22/2024,BARNHART,CARTER,,CEO,4062197835,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/22/2024,"101YM0800X, 104100000X, 251S00000X, 261QM0801X"
"Emergency department visit, problem of high severity",ein,845065291,professional,negotiated,"[""01"", ""06"", ""08"", ""12"", ""19"", ""20"", ""22"", ""24"", ""25"", ""26"", ""27"", ""41"", ""42"", ""50"", ""52"", ""53"", ""57"", ""58"", ""60"", ""62"", ""65"", ""99""]",95.87,1801415450,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99284,1801415450,2,TRAUMA RECOVERY INSTITUTE PA,,,700 MARKET ST STE 105,,CEDAR PARK,TX,786132684,US,7372280538.0,7272107093.0,700 MARKET ST STE 105,,CEDAR PARK,TX,786132684,7372280538.0,7372107093.0,4/14/2020,1/11/2023,WALKER,KANDYCE,,"COO, DIRECTOR OF NURSING",5126692272,,,N,,N,,,,,RN,,,11/28/2022,"261QM0850X, 283Q00000X, 324500000X"
Blood test to measure a type of thyroid hormone,ein,851144017,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",7.9,1477155331,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,84436,1477155331,2,CARBON HEALTH MEDICAL GROUP OF FLORIDA PA,,,2100 FRANKLIN ST STE 355,,OAKLAND,CA,946123140,US,4154461733.0,,9722 GREAT HILLS TRL STE 375,,AUSTIN,TX,787597263,5129103932.0,,11/14/2020,7/15/2024,BOYLE,KAITLIN,,DIRECTOR,3036015392,,,N,,N,,,,,,,,7/15/2024,"261QP2300X, 261QU0200X"
Blood test to determine existence of certain bacterium that causes syphilis,ein,851144017,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",15.23,1477155331,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,86780,1477155331,2,CARBON HEALTH MEDICAL GROUP OF FLORIDA PA,,,2100 FRANKLIN ST STE 355,,OAKLAND,CA,946123140,US,4154461733.0,,9722 GREAT HILLS TRL STE 375,,AUSTIN,TX,787597263,5129103932.0,,11/14/2020,7/15/2024,BOYLE,KAITLIN,,DIRECTOR,3036015392,,,N,,N,,,,,,,,7/15/2024,"261QP2300X, 261QU0200X"
"2 views, front and back",ein,851144017,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",42.67,1477155331,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,71046,1477155331,2,CARBON HEALTH MEDICAL GROUP OF FLORIDA PA,,,2100 FRANKLIN ST STE 355,,OAKLAND,CA,946123140,US,4154461733.0,,9722 GREAT HILLS TRL STE 375,,AUSTIN,TX,787597263,5129103932.0,,11/14/2020,7/15/2024,BOYLE,KAITLIN,,DIRECTOR,3036015392,,,N,,N,,,,,,,,7/15/2024,"261QP2300X, 261QU0200X"
